Na2O_coal ,MgO_coal,Al2O3_coal,SiO2_coal,p2o5_coal,K2O_coal,TiO2_coal,MnO2_coal,Fe2O3_coal,CaO_coal,SO3_coal,na20_flyash,MgO_flyash,Al2O3_flyash,SiO2_flyash,p2o5_flyash,K2O_flyash,TiO2_flyash,MnO2_flyash,Fe2O3_flyash,CaO_flyash,SO3_flyash
0.53,1.85,14.99,31.07,0.18,2.19,0.28,0.11,12.19,17.42,18.73,0.62,2.19,18.23,35.97,0.19,2.5,0.38,0.15,13.61,20.04,4.39
0.55,2.08,14.92,31.83,0.15,2.53,0.3,0.12,12.17,15.27,22.31,0.87,2.46,16.28,37.11,0.16,2.63,0.32,0.15,14.6,19.06,4.6075
0.63,2.12,15.44,39.73,0.15,2.09,0.29,0.13,8.94,16.52,21.82,0.86,2.93,18.69,47.13,0.19,2.56,0.34,0.15,9.92,20.62,4.72
0.68,2.11,16.91,34.68,0.16,2.07,0.29,0.1,10.39,16.78,17.08,0.69,2.46,19.72,43.7,0.18,2.58,0.36,0.13,11.66,20.31,3.3925
0.6,1.94,16.8,30.75,0.15,1.85,0.33,0.09,9.66,15.55,15.66,1,2.25,18.85,40.52,0.22,2.46,0.36,0.1,11.22,19.05,3.2525
0.84,2,16.93,35.97,0.15,2.1,0.34,0.09,9.55,14.78,21.76,1.04,2.37,20.35,43.76,0.16,2.6,0.39,0.11,12.02,16.55,5.0675
0.66,1.67,18.14,38.61,0.16,2.21,0.32,0.13,10.02,15.03,22.21,0.61,2.06,21.18,44.47,0.18,2.73,0.37,0.14,11.1,20.62,4.4725
0.51,1.8,17.4,37.93,0.17,2.02,0.32,0.13,10.18,12.8,24.47,0.64,2.12,20.42,42,0.18,2.52,0.38,0.14,12.59,13.85,4.745
0.68,1.98,16.71,40.56,0.14,2.04,0.31,0.11,9.31,12.74,21.53,0.86,2.36,19.15,45.5,0.16,2.47,0.37,0.14,10.37,17.41,4.2825
0.64,1.81,15.39,39.94,0.16,2.15,0.29,0.14,9.58,12.37,23.59,1.09,2.67,18.56,42.88,0.17,2.64,0.36,0.17,11.22,14.98,3.82
0.85,1.96,15.71,47.62,0.16,1.98,0.29,0.15,8.71,16.56,22.21,1.28,2.82,17.67,45.6,0.19,2.46,0.32,0.17,10.44,17.93,4.7925
0.86,2.15,14.81,38.68,0.17,2.01,0.27,0.13,10.06,16.39,20.98,1.27,2.84,17.33,42.12,0.16,2.38,0.32,0.13,12.2,20.66,4.2375
0.89,2.26,17.21,38.39,0.15,2.04,0.3,0.13,10.45,13.87,23.33,1.36,3.06,19.69,42.88,0.16,2.44,0.35,0.18,12.47,20.34,5.37
0.84,2.06,16.05,34.44,0.19,2.07,0.29,0.14,10.78,17.38,23.78,1.34,2.87,18.51,41.09,0.26,2.56,0.34,0.16,11.92,19.38,5.5225
0.9,2.27,14.33,36.17,0.16,2.08,0.29,0.13,10.4,13.34,23.43,1.56,2.85,17.17,42.43,0.17,2.59,0.33,0.16,11.99,18.41,6.06
0.82,2.32,15.06,37.09,0.14,2.02,0.32,0.13,11.46,15.95,25.6,1.31,2.9,17.77,42.98,0.18,2.25,0.36,0.13,12.94,21.31,6.8625
0.94,2.1,15.37,36.36,0.15,2.1,0.32,0.15,12.08,14.79,25.74,1.39,2.78,19.61,42.58,0.2,2.45,0.4,0.17,14.19,19.21,7.195
0.97,2.25,14.66,34.91,0.17,1.81,0.28,0.13,12.54,12.97,21.09,1.19,2.74,16.92,40.29,0.2,2.45,0.34,0.14,14.5,15.57,9.695
1.04,2.44,15.93,38.62,0.16,1.91,0.31,0.15,11.64,14.23,19.75,1.58,3.36,18.26,43.05,0.21,2.42,0.4,0.17,13.6,18.69,9.03
0.99,2.33,13.76,34.63,0.15,1.67,0.29,0.11,12.41,15.13,21.7,1.4,2.89,16.19,40.4,0.22,2.79,0.34,0.12,14.38,17.52,4.1925
1,2.56,16.09,34.35,0.14,1.88,0.3,0.11,11.99,13.9,22.01,1.64,3.57,19.59,37.29,0.14,2.5,0.37,0.16,15.69,20.26,4.625
0.87,2.15,17.37,34.88,0.13,1.94,0.34,0.13,12.1,15.61,25.08,1.31,2.89,17.29,38.62,0.15,2.54,0.35,0.16,14.47,18.58,3.9825
0.86,2.26,18.66,35.1,0.12,2.36,0.33,0.11,12.06,15.96,22.98,1.69,3.37,21.26,41.7,0.17,2.49,0.35,0.12,14.29,18.92,2.9325
0.82,2.08,17.32,35.54,0.14,2.19,0.32,0.11,11.7,14.04,20.15,1.1,2.52,19.85,39.68,0.18,2.67,0.37,0.13,13.89,20.69,3.765
0.88,2.05,17.91,35.92,0.14,2.08,0.33,0.12,12.52,13.96,22.57,1.23,2.46,19.59,35.42,0.14,2.86,0.37,0.15,15.57,24.84,4.01
0.85,2.06,16.78,37.75,0.18,2.17,0.31,0.11,11.35,18.58,23.45,1.35,2.53,18.9,41.01,0.19,2.81,0.36,0.12,13.34,25.98,3.335
0.87,1.96,17.84,33.31,0.17,2.17,0.33,0.12,12.05,18.08,22.55,1.3,2.5,20.41,41.35,0.19,2.57,0.38,0.14,14.18,24.2,3.1675
0.82,1.81,16.31,33.13,0.17,2.2,0.31,0.12,12.38,12.19,21,1.06,2.34,20.04,40.09,0.2,2.51,0.4,0.17,15.11,18.91,2.8875
0.71,1.83,15.34,30.6,0.17,2.16,0.3,0.13,12.31,14.86,22.22,1.14,2.46,17.26,45.37,0.2,2.8,0.32,0.14,12.69,18.66,3.3875
0.87,2.16,16.49,32.76,0.18,1.9,0.34,0.11,11.44,12.3,19.42,1.44,2.93,19.66,40.54,0.22,2.39,0.38,0.13,13.02,13.27,3.3325
0.82,2.09,16.4,35.71,0.16,1.71,0.32,0.1,10.58,13.01,21.69,1.13,2.61,18.89,43.1,0.22,2.27,0.39,0.16,12.87,18.76,3.505
0.8,1.98,16.51,42.53,0.16,1.55,0.32,0.1,12.47,8.13,18.82,1.1,2.41,16.96,42.7,0.19,2.27,0.33,0.12,13.3,14.59,3.0125
0.86,2.28,15.53,33.47,0.18,1.68,0.31,0.11,10.07,12.34,20.44,1.46,3.16,18.12,36.29,0.2,2.31,0.36,0.16,11.94,17.89,3.59
0.93,2.33,16.2,32.45,0.16,2.01,0.31,0.11,9.81,13.6,23.92,1.46,2.94,18.26,42.39,0.19,2.88,0.35,0.16,10.19,19.54,4.85
0.8,1.97,15.79,32.79,0.13,2.09,0.3,0.1,10.6,15.6,16.71,1.11,2.42,17.2,37.55,0.19,2.33,0.32,0.13,12.49,15.91,5.435
0.86,2.1,16.71,33.73,0.15,2.03,0.33,0.1,12.52,13.65,22.74,1.35,2.85,18.62,36.29,0.2,2.7,0.38,0.13,15.59,17.07,4.6925
0.7,1.99,17.83,33.56,0.19,2.2,0.34,0.09,11.99,14.52,20.13,1.3,2.63,19.12,35.82,0.24,2.73,0.37,0.12,16,18.2,7.3025
0.78,2.07,18.04,33.42,0.2,2.27,0.35,0.11,11.83,19.51,22.64,1.1,2.3,18.94,39.48,0.24,2.87,0.36,0.14,13.32,25.96,3.725
0.83,2.02,16.14,29.54,0.16,2.09,0.34,0.12,13.29,15.15,19.16,1.15,2.36,17.43,34.39,0.21,2.57,0.36,0.12,14.79,16.62,3.575
0.82,2.01,15.59,26.49,0.15,2.2,0.31,0.13,13.42,18.35,17.73,1.25,2.56,19.8,32.68,0.15,2.51,0.39,0.14,15.86,19.55,2.7775
0.84,2.06,16.35,23.74,0.16,2.19,0.33,0.14,13.31,15.72,22.42,0.98,2.19,20.22,31.24,0.2,3.01,0.42,0.17,16.19,18.89,3.48
0.9,2.15,17.38,25.97,0.16,2.19,0.34,0.15,13.42,14.32,19.94,1.44,2.56,20.42,31.33,0.18,3.13,0.44,0.19,15.99,18.2,7.085
0.94,2.2,16.56,29.79,0.18,2.15,0.33,0.12,12.84,17.88,18.78,1.48,2.68,18.92,38.57,0.22,3.02,0.4,0.14,14.26,19.28,3.355
0.79,2.02,17.31,31.64,0.19,2.15,0.35,0.16,13.12,16.68,18.37,1.18,2.52,19.72,32.07,0.22,2.97,0.39,0.2,17.35,18.46,2.7575
0.91,2.06,13.11,30.84,0.17,2.02,0.28,0.15,13.06,16.13,19.49,1.48,2.5,15.91,36.35,0.15,2.92,0.3,0.2,14.46,19.75,2.82
1,2.14,15.67,33.7,0.17,1.95,0.31,0.12,12.32,15.87,21.38,1.77,2.95,17.58,37.94,0.2,2.85,0.33,0.17,14.48,21.72,4.1675
0.98,2.07,17.56,34.36,0.2,2.01,0.35,0.15,11.95,15.65,19.58,1.44,2.72,19.71,40.64,0.21,2.75,0.37,0.16,13.06,17.94,3.07
0.94,2.04,15.52,31.75,0.17,2.37,0.32,0.14,12.75,12.15,17.87,1.54,2.38,19.4,35.61,0.21,2.82,0.4,0.17,14.92,16.45,3.15
1.03,2.24,15.92,33.45,0.15,2.13,0.32,0.18,12.63,15.38,13.83,1.45,2.63,18.11,35.6,0.16,2.81,0.38,0.15,14.76,17.08,2.1875
0.83,1.97,19.67,33.32,0.16,2.04,0.51,0.11,12.58,15.73,15,1.38,2.61,20.5,37.69,0.19,2.71,0.38,0.16,14.6,18.75,2.85
1.48,2.02,15.9,33.12,0.14,2.15,0.34,0.19,13.05,16.75,16.65,1.42,2.62,19.54,38.76,0.16,2.71,0.41,0.23,15.04,21.44,2.435
0.86,1.83,17.41,32.96,0.16,2.07,0.37,0.15,12.98,18.99,22.31,1.22,2.35,16.57,36.32,0.17,2.69,0.36,0.19,14.57,21.23,3.5225
1.38,1.84,13.81,27.62,0.18,2.32,0.28,0.13,13.02,12.88,18.5,1.46,2.42,17.5,33.56,0.21,2.86,0.39,0.15,15.38,16.1,2.085
1.09,2.43,16.23,25.97,0.15,2.09,0.33,0.11,16.55,16.87,20.28,1.58,3.16,19.1,33.56,0.15,2.63,0.41,0.19,16.92,23.16,2.9125
1,2.11,17.18,28.27,0.18,2.37,0.32,0.11,15.83,15.59,21.34,1.26,2.77,22.05,35.57,0.2,2.47,0.49,0.2,16.05,25.06,2.715
0.92,2.08,16.72,27.32,0.17,2.15,0.33,0.12,15.49,15.64,20.18,2.12,2.32,21.03,34.12,0.17,2.59,0.44,0.2,15.64,19.23,3.2175
0.87,2.04,15.71,34.85,0.16,1.88,0.33,0.13,12.68,15.84,18.66,2.09,2.48,18.14,37.31,0.18,2.23,0.38,0.2,14.85,20.13,2.7125
0.97,2.22,15.9,29.14,0.15,2.08,0.31,0.15,15.16,20.57,17.97,1.22,2.39,16.9,34.78,0.17,2.86,0.35,0.18,16.79,21.07,3.0125
0.93,2.09,15.67,25.28,0.19,1.83,0.32,0.13,18.92,12.02,17.78,1.28,2.52,18.6,33.3,0.23,2.69,0.38,0.13,18.26,15.99,2.9625
0.79,1.89,16.36,30.41,0.15,2.04,0.35,0.13,14.63,13.95,19.4,1.35,2.74,21.77,32.36,0.17,2.7,0.45,0.16,20.49,17.32,2.91
0.8,1.96,16.1,29.38,0.16,2.26,0.33,0.13,14.51,13.71,11.9,1.18,2.35,18.58,31.98,0.18,2.72,0.4,0.2,19.64,19.32,3.0975
0.94,2,15.99,33.86,0.17,2.32,0.33,0.14,12.7,16.58,15.46,1.39,2.61,16.94,34.21,0.19,3.03,0.37,0.17,16.07,19.67,2.785
0.84,2.11,13.48,30.24,0.18,2.3,0.29,0.13,13.22,16.72,19.12,1.5,2.91,17.9,34.33,0.22,2.84,0.36,0.17,16.74,19.26,3.6275
1,2.59,17.72,31.96,0.18,2.19,0.37,0.15,14.17,14.48,17.63,1.43,2.68,19.83,31.05,0.22,2.67,0.41,0.18,16.85,16.86,3.6525
0.78,1.86,18.6,29.49,0.17,2.17,0.37,0.1,14.24,17.04,17.4,1.18,2.4,20.85,30.97,0.2,2.67,0.38,0.15,17.76,19.54,2.9625
0.72,1.73,18.72,25.38,0.17,2.06,0.38,0.11,14.45,15.14,19.4,1.11,2.19,20.78,27.54,0.21,2.69,0.43,0.13,18.34,17.9,3.38
0.83,1.71,17.93,28.67,0.17,1.96,0.37,0.12,13.6,13.54,23.69,1.12,2.13,20.84,37.33,0.2,2.48,0.42,0.15,15.67,19.25,3.3525
0.77,1.85,16.09,24.3,0.18,2.31,0.34,0.11,16.23,14.51,23.28,1.2,2.46,19.07,32.36,0.19,2.69,0.4,0.14,17.65,19.06,2.75
0.8,1.95,19.73,27.98,0.16,2.28,0.42,0.15,14.79,15.92,20.71,1.29,2.49,21.31,33.37,0.21,2.84,0.47,0.17,17.72,14.01,3.2025
0.7,1.75,17.23,31.96,0.15,2.3,0.37,0.11,13.36,12.86,20.69,0.91,2.01,19.83,35.33,0.19,2.68,0.42,0.13,17.43,12.82,2.7625
0.75,2.06,19.71,32.83,0.19,2.38,0.41,0.12,12.96,18.5,25.03,1.08,2.52,21.39,38.87,0.22,2.93,0.45,0.17,14.92,25.04,3.0775
0.72,2.09,19,33.09,0.17,2.33,0.4,0.15,12.58,15.52,17.31,1.04,2.35,19.19,37.37,0.2,2.72,0.42,0.14,15.94,21.57,3.29
0.87,2.29,14.41,31.08,0.23,2.45,0.33,0.13,12.57,16.27,18.13,1.24,2.54,18.5,34.62,0.27,3,0.39,0.16,17.17,19.7,2.975
1.17,2.27,16.24,30.01,0.17,2.07,0.35,0.11,14.26,17.01,22.84,1.45,2.75,19.5,36.03,0.23,2.62,0.47,0.14,14.85,22.79,4.0575
0.73,1.91,18.56,29.95,0.19,2.39,0.4,0.14,13.38,16.22,16.47,0.92,2.28,20.44,34.52,0.23,2.46,0.46,0.2,16.38,20.26,2.9025
0.63,1.73,15.97,28.02,0.17,2.28,0.36,0.14,14.7,17.81,21.67,0.78,1.98,17.96,34.64,0.19,3,0.4,0.16,17.08,23.57,2.88
0.81,2.04,15.79,32.63,0.17,2.13,0.34,0.17,12.46,17.05,17.13,1.23,2.54,18.87,35.42,0.17,2.7,0.41,0.19,16.43,21.93,2.7975
0.54,1.94,13.17,33.04,0.18,2.51,0.26,0.15,13.14,17.95,17.9,0.66,2.35,17.35,37.06,0.21,2.92,0.35,0.22,16.17,22.99,2.7675
0.67,2.55,14.78,33.7,0.17,2.26,0.3,0.16,14.95,14.75,18.07,1.04,2.91,17.55,32.37,0.2,2.78,0.36,0.19,18.02,20.11,3.0625
0.87,2.28,14.67,33.98,0.16,2.15,0.3,0.14,13.84,17,22.36,0.87,2.88,17.27,40.38,0.22,2.87,0.36,0.16,14.78,21.66,2.95
0.5,1.95,16.1,34.38,0.18,2.47,0.33,0.18,13.06,14.48,18.39,0.78,2.73,19.51,36.83,0.21,2.87,0.38,0.25,15.94,18.98,2.875
0.62,2.42,13.49,34.74,0.19,2.02,0.27,0.15,13.62,12.72,22.29,0.94,3.09,16.23,40.26,0.2,2.69,0.34,0.17,13.37,13.68,2.6075
0.63,2.38,15.27,28.8,0.18,2.27,0.32,0.12,14.8,16.45,21.07,1.06,2.96,18.81,36.07,0.21,2.78,0.38,0.17,16.61,17.53,2.9825
0.79,2.15,17.26,26.04,0.19,2.36,0.34,0.13,16.8,16.47,19.67,0.72,2.59,18.87,32.87,0.19,2.7,0.39,0.16,17.8,17.3,2.99
0.55,1.86,15.82,32.81,0.13,2.16,0.31,0.15,13.03,19.73,18.11,0.83,2.38,18.39,36.63,0.15,2.81,0.37,0.18,14.7,23.95,3.655
0.88,2.14,15.22,31.31,0.16,1.83,0.31,0.17,12.27,16.15,17.25,1.33,2.84,17.8,37.76,0.18,2.69,0.36,0.18,14.36,19.11,3.06
0.94,2.03,14.37,36.34,0.2,2.28,0.28,0.17,11.5,15.26,18.62,1.57,2.71,18,38.42,0.23,2.58,0.35,0.22,14.21,20.62,3.14
0.94,2.03,12.58,31.01,0.19,2.25,0.25,0.16,13.23,15.98,19.2,1.33,2.55,16.35,34.85,0.21,2.36,0.31,0.2,14.93,19.92,3.115
1.07,2.42,14.59,30.75,0.17,1.9,0.3,0.15,14.1,16.32,17.9,1.58,3.12,15.55,36.34,0.23,2.31,0.33,0.17,15.62,22.02,2.7725
1.13,2.3,15.92,36.2,0.18,2.05,0.3,0.18,11.56,16.1,14.47,1.67,3.01,18.08,40.3,0.19,2.46,0.35,0.23,13.55,20.64,2.7775
0.96,1.98,13.93,30.51,0.18,2.28,0.3,0.2,13.52,13.22,17.89,1.38,2.53,15.82,35.32,0.24,2.62,0.33,0.13,16.31,15.45,2.89
0.92,2.21,16.19,32.35,0.17,1.84,0.36,0.17,12.3,15.19,20.86,1.59,3.05,22.51,38.66,0.2,2.39,0.47,0.19,14.41,16.54,3.2775
0.93,1.83,16.55,32.38,0.18,2.09,0.36,0.13,12.66,15.21,22.26,0.82,2.32,19.17,34.59,0.2,2.58,0.42,0.15,15.66,19.81,2.875
0.95,2.09,17.82,31.84,0.19,2.07,0.4,0.16,12.06,16.44,21.55,0.96,2.5,20.25,36.34,0.21,2.32,0.49,0.16,15.28,21.56,3.213333333
0.75,1.81,15.93,27.69,0.21,2.52,0.36,0.14,14.51,17.35,18.4,0.9,2.16,19.73,37.66,0.19,2.52,0.44,0.16,14.41,20.21,2.7725
0.74,1.93,16.6,33.53,0.15,2.09,0.35,0.13,12.46,18.62,14.88,0.91,2.34,19.06,35.19,0.16,2.42,0.46,0.14,14.25,23.16,3.29
0.77,1.88,17.24,33.85,0.17,2,0.33,0.13,12.98,15.86,20.06,1.01,2.59,20.25,30.77,0.21,2.3,0.4,0.17,17.05,20.8,3.5125
0.74,1.91,16.64,27.4,0.16,1.76,0.36,0.14,13.33,13.01,17.28,0.89,2.47,19.08,28.84,0.21,2.53,0.43,0.16,16.5,18.75,3.14
0.69,1.9,16.61,29.94,0.18,1.92,0.35,0.11,12.61,17.98,20.07,0.85,2.4,19.36,32.9,0.21,2.48,0.44,0.13,15.05,16.99,2.75
0.67,1.9,15.7,38.76,0.19,2.35,0.35,0.14,10.55,14.39,17.28,0.9,2.35,22.87,40.34,0.2,2.96,0.49,0.14,12.57,18.11,2.5625
0.67,1.69,17.36,33.73,0.18,1.81,0.39,0.13,11.1,17.08,20.67,0.75,1.99,20.61,40.12,0.23,2.24,0.48,0.18,13.28,19.61,3.6675
0.69,1.89,15.72,37.93,0.16,1.99,0.36,0.12,10.22,14.69,20.15,0.93,2.19,18.9,45.28,0.19,2.5,0.44,0.17,11.99,18.91,2.51
0.65,1.96,14.97,37.84,0.17,2,0.34,0.16,9.98,13.92,15.84,0.75,2.33,18.04,41.22,0.18,2.66,0.44,0.18,12.29,16.1,2.6325
0.65,2.05,14.84,45.78,0.14,2.16,0.37,0.12,9.84,13,20.12,0.88,2.53,18.77,43.94,0.19,2.67,0.45,0.15,12.83,18.91,3.1575
0.68,2.09,18.09,39.23,0.16,2.38,0.45,0.15,9.95,14.83,21.47,0.93,2.36,20.6,42.33,0.19,2.76,0.58,0.2,11.7,19.31,2.7325
0.64,1.75,15.14,37.25,0.17,2.08,0.38,0.14,10.57,14.37,17.49,0.84,2.05,18.02,39.12,0.2,2.63,0.41,0.19,13.43,15.86,2.8125
0.69,1.85,16.37,31.01,0.17,2.18,0.37,0.13,12.91,14.84,18.12,0.97,2.7,18.98,41.73,0.19,2.84,0.45,0.17,13.83,17.64,2.15
0.61,1.83,16.55,36.92,0.17,2.21,0.39,0.15,10.78,16.56,17.79,1,2.31,19.37,41.82,0.21,2.6,0.44,0.19,12.69,17.83,3
0.69,1.93,15.59,34.75,0.18,2.13,0.36,0.17,9.76,16.49,17.05,0.91,2.26,18.43,40.06,0.22,2.58,0.45,0.18,12.16,21.88,2.745
0.8,2.14,21.43,27.79,0.18,2.1,0.48,0.12,12.89,19.63,26.58,0.97,2.54,19.2,31.05,0.22,2.97,0.44,0.13,15.54,25.25,2.7125
0.76,2.34,18.76,30.32,0.19,2.27,0.44,0.12,13.67,16.41,16.25,0.97,2.45,22.12,32.52,0.21,2.92,0.56,0.19,19.98,21.03,2.375
0.64,1.73,17.76,27.42,0.19,2.08,0.4,0.12,14.53,18.49,18.92,0.8,2.05,18.39,33.98,0.24,2.94,0.46,0.16,16.98,25.7,2.61
0.67,1.92,15.46,31,0.18,1.9,0.38,0.13,13.21,15.97,18.95,0.86,2.49,20.5,35.47,0.22,2.5,0.49,0.13,15.48,19.27,2.705
0.55,1.54,16.59,34.47,0.17,1.98,0.44,0.16,12.62,22.91,16.64,0.76,2.2,20.41,38.32,0.15,2.92,0.55,0.14,13.66,23.86,2.3125
0.74,1.88,16.54,31.18,0.18,2.39,0.35,0.14,12.77,19.2,17.13,0.88,2.67,19.99,38.53,0.19,3.02,0.55,0.17,14.11,24.61,2.28
0.61,2.15,18.02,32.56,0.17,2.09,0.37,0.15,12.6,20.14,16.05,0.97,2.64,20.08,38.34,0.21,2.56,0.48,0.17,14.54,26.79,2.755
0.73,1.77,15.24,32.04,0.14,2.19,0.37,0.13,12.35,18.3,18.67,0.89,2.46,19.64,37.59,0.14,2.6,0.57,0.15,13.32,23.65,2.5125
0.72,1.76,16.53,33.71,0.18,2.19,0.39,0.13,12.37,16.85,14.97,0.97,2.25,19.72,36.9,0.18,2.7,0.45,0.18,13.9,22.1,2.5225
0.8,1.94,17.53,32.27,0.16,2.16,0.4,0.15,13.3,17.25,19.28,1.04,2.46,19.47,38.23,0.17,2.92,0.47,0.17,15.36,20.77,3.1925
0.66,1.77,15.75,29.47,0.18,2.82,0.39,0.16,12.21,15.64,20.2,1.03,2.52,18.98,39.83,0.21,2.75,0.5,0.1,13.78,22.03,2.38
0.79,1.85,16,33.48,0.16,2.45,0.41,0.14,12.27,13.45,20.96,1,2.24,19.54,39.51,0.17,3.26,0.42,0.1,14.14,14.87,2.85
0.77,1.96,17.68,32.04,0.18,2.33,0.39,0.15,12.45,14.81,20.75,1.18,2.18,19.92,38.17,0.21,2.93,0.38,0.17,13.66,18.22,2.945
0.62,1.81,16.06,32.4,0.17,2.19,0.38,0.15,12.21,13.19,21.77,1.49,2.31,17.66,36.09,0.21,3.01,0.41,0.19,14.79,18.11,2.9775
0.69,1.76,17.13,29.19,0.17,2.34,0.35,0.17,12.54,13.65,19.61,0.84,2.28,18.03,36.05,0.18,3.01,0.43,0.2,14.87,19.02,2.9625
0.76,1.71,16.79,36.37,0.18,2.23,0.35,0.16,11.99,16.45,16.76,1.02,2.45,19.57,40.58,0.22,2.98,0.43,0.22,13.99,17.32,2.725
0.62,1.66,15.52,30.84,0.16,2.36,0.35,0.17,12.78,17.47,20.43,0.93,2.21,17.84,34.52,0.2,2.97,0.44,0.2,15.18,21.37,3.6175
0.73,1.77,16.06,32.41,0.15,2.18,0.34,0.15,12.57,15.67,20.93,0.97,2.57,18.85,33.63,0.16,3.22,0.38,0.19,15.03,15.36,3.01
0.65,1.8,15.08,32.5,0.17,2.23,0.36,0.16,12.46,13.51,17.22,1,2.19,17.45,38.59,0.2,3.21,0.41,0.18,13.64,16.29,3.0125
0.72,1.77,15.13,30.87,0.18,2.41,0.31,0.17,12.8,16.39,19.64,0.9,2.37,18.62,36.66,0.22,3.08,0.39,0.22,15.03,21.65,2.405
0.65,1.84,15.05,18.1,0.17,2.16,0.32,0.14,15.69,16.91,16.09,0.95,2.49,16.84,36.3,0.18,2.72,0.4,0.16,14.21,22.57,2.93
0.69,1.96,18.2,36.73,0.18,2.17,0.39,0.15,11.69,14.4,17.08,1.1,2.52,21.25,40.22,0.19,3.14,0.47,0.18,14.31,16.68,2.9775
0.62,1.59,16.85,34.54,0.16,2.34,0.34,0.14,13.01,15.46,20.09,0.77,2.16,18.78,39.44,0.23,3.43,0.43,0.17,13.91,16.21,3.035
0.63,1.72,17.41,30.34,0.19,2.1,0.38,0.14,11.22,19.74,16.35,0.77,2.33,19.53,37.85,0.22,2.69,0.42,0.14,14.37,25.66,3.475
0.62,1.86,19.38,32.84,0.16,2.2,0.41,0.16,12.05,14.7,14.69,0.79,2.46,22.38,37.82,0.21,2.62,0.45,0.18,14.46,17.82,2.925
0.59,1.59,17.06,31.9,0.2,2.24,0.37,0.15,12.59,15.71,12.55,0.63,1.95,20.13,38.34,0.18,3.07,0.43,0.17,14.19,21.14,2.24
0.58,1.73,16.24,34.35,0.2,2.11,0.36,0.17,12.25,16.57,9.18,0.83,2.26,21.02,39.03,0.18,2.84,0.45,0.2,14.31,21.52,3.0225
0.63,1.91,14.36,29.9,0.16,2.11,0.33,0.13,13.03,15.74,17.67,0.79,2.14,18.37,36.74,0.18,2.79,0.4,0.14,15.74,22.48,3.3425
0.66,1.99,16.93,32.4,0.21,2.09,0.35,0.14,13.91,14.28,11.16,0.84,2.39,20.11,35.94,0.2,2.73,0.42,0.18,17.6,20.67,3.325
0.62,1.82,17.88,34.21,0.15,2.05,0.38,0.15,12.58,15.18,15.47,0.82,2.54,19.18,36.94,0.21,2.79,0.42,0.2,15.18,19.13,3.3225
0.61,1.88,15.76,31.86,0.15,2.05,0.33,0.13,13.86,13.64,15.56,0.9,2.5,17.7,36.367,0.18,2.64,0.42,0.16,15.63,16.95,3.913333333
0.66,2,16.25,32.6,0.15,2.43,0.36,0.14,13.79,14.12,15.34,0.84,2.61,19.82,42.79,0.2,2.69,0.42,0.2,13.53,19.08,3.43
0.77,2.12,15.48,33.73,0.18,2.18,0.34,0.14,13.46,14.87,15.19,0.86,2.37,18.21,42.27,0.19,2.7,0.41,0.2,12.84,19.66,1.8925
0.73,1.94,15.91,30.75,0.15,2.29,0.35,0.12,12.64,14.26,13.74,1.02,2.62,18.25,31.52,0.17,2.74,0.41,0.14,15.63,16.56,2.04
0.65,2.03,18.66,31.87,0.15,2.64,0.46,0.14,12.46,18.64,17.39,0.99,2.45,21.02,34.36,0.19,3.03,0.51,0.17,14.9,22.8,2.9725
0.6,1.88,16.41,32.17,0.18,2.25,0.36,0.17,12.2,18.4,20.82,0.8,2.04,19.58,37.18,0.19,2.76,0.41,0.2,14.33,22.69,3.43
0.64,1.92,15.01,29.77,0.18,2.25,0.34,0.13,13.31,16.75,20.68,0.92,2.51,18.11,33.53,0.2,2.85,0.41,0.15,16.38,20.8,3.235
0.67,1.98,16.67,30.64,0.2,1.92,0.38,0.14,12.94,15,18.21,0.9,2.57,20.71,36.03,0.22,2.59,0.48,0.18,15.25,19.55,2.8375
0.61,1.94,16.45,29.95,0.21,2.28,0.37,0.13,13.18,15.14,19.12,0.84,2.3,19.44,33.13,0.23,2.79,0.44,0.18,15.41,20.52,3.2175
0.67,1.91,15.66,28.81,0.17,2.34,0.33,0.15,13.97,14.69,17.11,0.92,2.41,17.87,33.05,0.24,2.91,0.38,0.18,17.03,24.4,2.695
0.64,2.06,15.38,28.45,0.17,2.05,0.34,0.15,13.35,19.88,19.52,0.83,2.38,19.23,32.92,0.19,2.8,0.42,0.18,15.58,26.28,2.915
0.67,2.07,15.24,34.76,0.21,2.09,0.35,0.12,12.17,16.3,17.81,0.78,2.37,18.14,36.92,0.23,2.69,0.41,0.16,14.24,20.51,2.8375
0.59,1.85,16.52,31.54,0.2,2.15,0.34,0.13,12.49,18.12,17.62,0.79,2.31,19.5,35.54,0.23,2.8,0.39,0.17,14.38,23.76,2.605
0.65,1.9,14.11,34.6,0.17,2.56,0.32,0.12,12.48,19.38,16.54,0.83,2.28,19.91,37.08,0.23,2.93,0.4,0.16,14.31,23.54,2.3075
0.91,2.07,17.61,37.04,0.19,2.2,0.38,0.15,12.33,13.65,14.32,1.13,2.42,19.76,42.65,0.24,2.88,0.42,0.19,13.05,18.03,2.685
0.76,1.82,15.39,32.4,0.17,2.14,0.31,0.12,13.02,16.65,13.69,0.91,2.05,19.07,38,0.23,2.77,0.4,0.16,14.86,19.32,2.985
0.65,1.91,17.11,30.79,0.21,2.1,0.36,0.1,13.47,16.16,14.42,0.84,2.41,19.46,38.35,0.19,2.74,0.4,0.13,14.88,21.47,2.3825
